time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
18652,5.00E-05,-2.00E-05,-7.00E-05,-0.00046,-0.00012,0.00013,7.00E-05,0.00015,4,1
18653,5.00E-05,-2.00E-05,-7.00E-05,-0.00046,-0.00012,0.00013,7.00E-05,0.00015,4,1
18654,5.00E-05,-2.00E-05,-7.00E-05,-0.00046,-0.00012,0.00013,7.00E-05,0.00015,4,1
18655,5.00E-05,-2.00E-05,-7.00E-05,-0.00046,-0.00012,0.00013,7.00E-05,0.00015,4,1
18656,5.00E-05,-2.00E-05,-7.00E-05,-0.00046,-0.00012,0.00013,7.00E-05,0.00015,4,1
18657,5.00E-05,-2.00E-05,-7.00E-05,-0.00046,-0.00012,0.00013,7.00E-05,0.00015,4,1
18658,5.00E-05,-2.00E-05,-7.00E-05,-0.00046,-0.00012,0.00013,7.00E-05,0.00015,4,1
18659,5.00E-05,-2.00E-05,-7.00E-05,-0.00046,-0.00012,0.00013,7.00E-05,0.00015,4,1
18660,5.00E-05,-2.00E-05,-7.00E-05,-0.00046,-0.00012,0.00013,7.00E-05,0.00015,4,1
18661,5.00E-05,-2.00E-05,-7.00E-05,-0.00046,-0.00012,0.00013,7.00E-05,0.00015,4,1
18662,5.00E-05,-2.00E-05,-7.00E-05,-0.00046,-0.00012,0.00013,7.00E-05,0.00015,4,1
18663,-1.00E-05,-4.00E-05,-9.00E-05,2.00E-05,0.00016,8.00E-05,3.00E-05,-2.00E-05,4,1
18664,-5.00E-05,0,0,0.00011,2.00E-05,-1.00E-05,-2.00E-05,-9.00E-05,4,1
18665,-5.00E-05,0,0,0.00011,2.00E-05,-1.00E-05,-2.00E-05,-9.00E-05,4,1
18666,-5.00E-05,0,0,0.00011,2.00E-05,-1.00E-05,-2.00E-05,-9.00E-05,4,1
18667,-5.00E-05,0,0,0.00011,2.00E-05,-1.00E-05,-2.00E-05,-9.00E-05,4,1
18668,-5.00E-05,0,0,0.00011,2.00E-05,-1.00E-05,-2.00E-05,-9.00E-05,4,1
18669,-5.00E-05,0,0,0.00011,2.00E-05,-1.00E-05,-2.00E-05,-9.00E-05,4,1
18670,-0.00014,-0.00021,-0.00035,-0.00077,-0.00098,-0.00079,-0.00047,-0.00019,4,1
18671,3.00E-05,-1.00E-05,0,1.00E-04,-2.00E-04,-0.00013,6.00E-05,0.00013,4,1
18672,3.00E-05,-1.00E-05,0,1.00E-04,-2.00E-04,-0.00013,6.00E-05,0.00013,4,1
18673,3.00E-05,-1.00E-05,0,1.00E-04,-2.00E-04,-0.00013,6.00E-05,0.00013,4,1
18674,3.00E-05,-1.00E-05,0,1.00E-04,-2.00E-04,-0.00013,6.00E-05,0.00013,4,1
18675,3.00E-05,-1.00E-05,0,1.00E-04,-2.00E-04,-0.00013,6.00E-05,0.00013,4,1
18676,3.00E-05,-1.00E-05,0,1.00E-04,-2.00E-04,-0.00013,6.00E-05,0.00013,4,1
18677,-3.00E-05,-0.00013,-0.00011,-0.00019,-4.00E-05,0.00015,9.00E-05,8.00E-05,4,1
18678,-3.00E-05,-0.00013,-0.00011,-0.00019,-4.00E-05,0.00015,9.00E-05,8.00E-05,4,1
18679,-3.00E-05,-0.00013,-0.00011,-0.00019,-4.00E-05,0.00015,9.00E-05,8.00E-05,4,1
18680,-3.00E-05,-0.00013,-0.00011,-0.00019,-4.00E-05,0.00015,9.00E-05,8.00E-05,4,1
18681,-3.00E-05,-0.00013,-0.00011,-0.00019,-4.00E-05,0.00015,9.00E-05,8.00E-05,4,1
18682,-3.00E-05,-0.00013,-0.00011,-0.00019,-4.00E-05,0.00015,9.00E-05,8.00E-05,4,1
18683,-3.00E-05,-0.00013,-0.00011,-0.00019,-4.00E-05,0.00015,9.00E-05,8.00E-05,4,1
18684,-6.00E-05,-6.00E-05,-0.00016,-0.00032,-0.00054,-0.00073,-0.00032,-0.00014,4,1
18685,-6.00E-05,-6.00E-05,-0.00016,-0.00032,-0.00054,-0.00073,-0.00032,-0.00014,4,1
18686,-6.00E-05,-6.00E-05,-0.00016,-0.00032,-0.00054,-0.00073,-0.00032,-0.00014,4,1
18688,-6.00E-05,-6.00E-05,-0.00016,-0.00032,-0.00054,-0.00073,-0.00032,-0.00014,4,1
18689,-6.00E-05,-6.00E-05,-0.00016,-0.00032,-0.00054,-0.00073,-0.00032,-0.00014,4,1
18690,-6.00E-05,-6.00E-05,-0.00016,-0.00032,-0.00054,-0.00073,-0.00032,-0.00014,4,1
18691,-6.00E-05,-6.00E-05,-0.00016,-0.00032,-0.00054,-0.00073,-0.00032,-0.00014,4,1
18692,-6.00E-05,-6.00E-05,-0.00016,-0.00032,-0.00054,-0.00073,-0.00032,-0.00014,4,1
18693,-6.00E-05,-6.00E-05,-0.00016,-0.00032,-0.00054,-0.00073,-0.00032,-0.00014,4,1
18694,-6.00E-05,-6.00E-05,-0.00016,-0.00032,-0.00054,-0.00073,-0.00032,-0.00014,4,1
18695,-6.00E-05,-6.00E-05,-0.00016,-0.00032,-0.00054,-0.00073,-0.00032,-0.00014,4,1
18696,-6.00E-05,-6.00E-05,-0.00016,-0.00032,-0.00054,-0.00073,-0.00032,-0.00014,4,1
18697,-6.00E-05,-6.00E-05,-0.00016,-0.00032,-0.00054,-0.00073,-0.00032,-0.00014,4,1
18698,-6.00E-05,-6.00E-05,-0.00016,-0.00032,-0.00054,-0.00073,-0.00032,-0.00014,4,1
18699,-6.00E-05,-6.00E-05,-0.00016,-0.00032,-0.00054,-0.00073,-0.00032,-0.00014,4,1
18700,-0.00011,-0.00015,-0.00038,-0.00073,-0.00089,-0.00071,-0.00036,-0.00016,4,1
18701,-0.00011,-0.00015,-0.00038,-0.00073,-0.00089,-0.00071,-0.00036,-0.00016,4,1
18702,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18703,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18704,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18705,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18706,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18707,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18708,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18709,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18710,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18711,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18712,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18713,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18714,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18715,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18716,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18717,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18718,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18719,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18720,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18721,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18722,-2.00E-05,-1.00E-05,-3.00E-05,1.00E-05,-0.00021,0.00022,2.00E-05,-7.00E-05,4,1
18723,-5.00E-05,-0.00015,-0.00022,-0.00037,-0.00019,1.00E-04,6.00E-05,3.00E-05,4,1
18724,-9.00E-05,-3.00E-05,-2.00E-05,0.00018,0.00011,8.00E-05,-9.00E-05,-0.00024,4,1
18726,-9.00E-05,-3.00E-05,-2.00E-05,0.00018,0.00011,8.00E-05,-9.00E-05,-0.00024,4,1
18727,-9.00E-05,-3.00E-05,-2.00E-05,0.00018,0.00011,8.00E-05,-9.00E-05,-0.00024,4,1
18728,-9.00E-05,-3.00E-05,-2.00E-05,0.00018,0.00011,8.00E-05,-9.00E-05,-0.00024,4,1
18729,-9.00E-05,-3.00E-05,-2.00E-05,0.00018,0.00011,8.00E-05,-9.00E-05,-0.00024,4,1
18730,-9.00E-05,-3.00E-05,-2.00E-05,0.00018,0.00011,8.00E-05,-9.00E-05,-0.00024,4,1
18731,-9.00E-05,-3.00E-05,-2.00E-05,0.00018,0.00011,8.00E-05,-9.00E-05,-0.00024,4,1
18732,-9.00E-05,-3.00E-05,-2.00E-05,0.00018,0.00011,8.00E-05,-9.00E-05,-0.00024,4,1
18733,-9.00E-05,-3.00E-05,-2.00E-05,0.00018,0.00011,8.00E-05,-9.00E-05,-0.00024,4,1
18734,-9.00E-05,-3.00E-05,-2.00E-05,0.00018,0.00011,8.00E-05,-9.00E-05,-0.00024,4,1
18735,-9.00E-05,-3.00E-05,-2.00E-05,0.00018,0.00011,8.00E-05,-9.00E-05,-0.00024,4,1
18736,-9.00E-05,-3.00E-05,-2.00E-05,0.00018,0.00011,8.00E-05,-9.00E-05,-0.00024,4,1
18738,-5.00E-05,-4.00E-05,-3.00E-05,-0.00019,-7.00E-04,-0.00056,-0.00014,-7.00E-05,4,1
18739,-5.00E-05,-4.00E-05,-3.00E-05,-0.00019,-7.00E-04,-0.00056,-0.00014,-7.00E-05,4,1
18740,-5.00E-05,-4.00E-05,-3.00E-05,-0.00019,-7.00E-04,-0.00056,-0.00014,-7.00E-05,4,1
18741,-5.00E-05,-4.00E-05,-3.00E-05,-0.00019,-7.00E-04,-0.00056,-0.00014,-7.00E-05,4,1
18742,-5.00E-05,-4.00E-05,-3.00E-05,-0.00019,-7.00E-04,-0.00056,-0.00014,-7.00E-05,4,1
18743,-5.00E-05,-4.00E-05,-3.00E-05,-0.00019,-7.00E-04,-0.00056,-0.00014,-7.00E-05,4,1
18744,-5.00E-05,-4.00E-05,-3.00E-05,-0.00019,-7.00E-04,-0.00056,-0.00014,-7.00E-05,4,1
18745,2.00E-05,-4.00E-05,1.00E-05,0.00014,4.00E-05,-6.00E-05,1.00E-04,0.00012,4,1
18746,2.00E-05,-4.00E-05,1.00E-05,0.00014,4.00E-05,-6.00E-05,1.00E-04,0.00012,4,1
18747,2.00E-05,-4.00E-05,1.00E-05,0.00014,4.00E-05,-6.00E-05,1.00E-04,0.00012,4,1
18748,2.00E-05,-4.00E-05,1.00E-05,0.00014,4.00E-05,-6.00E-05,1.00E-04,0.00012,4,1
18749,2.00E-05,-4.00E-05,1.00E-05,0.00014,4.00E-05,-6.00E-05,1.00E-04,0.00012,4,1
18750,2.00E-05,-4.00E-05,1.00E-05,0.00014,4.00E-05,-6.00E-05,1.00E-04,0.00012,4,1
18751,2.00E-05,-4.00E-05,1.00E-05,0.00014,4.00E-05,-6.00E-05,1.00E-04,0.00012,4,1
18752,2.00E-05,-4.00E-05,1.00E-05,0.00014,4.00E-05,-6.00E-05,1.00E-04,0.00012,4,1
18753,2.00E-05,-4.00E-05,1.00E-05,0.00014,4.00E-05,-6.00E-05,1.00E-04,0.00012,4,1
18754,2.00E-05,-4.00E-05,1.00E-05,0.00014,4.00E-05,-6.00E-05,1.00E-04,0.00012,4,1
18755,2.00E-05,-4.00E-05,1.00E-05,0.00014,4.00E-05,-6.00E-05,1.00E-04,0.00012,4,1
18756,2.00E-05,-4.00E-05,1.00E-05,0.00014,4.00E-05,-6.00E-05,1.00E-04,0.00012,4,1
18757,2.00E-05,-4.00E-05,1.00E-05,0.00014,4.00E-05,-6.00E-05,1.00E-04,0.00012,4,1
18758,2.00E-05,-4.00E-05,1.00E-05,0.00014,4.00E-05,-6.00E-05,1.00E-04,0.00012,4,1
18759,2.00E-05,-4.00E-05,1.00E-05,0.00014,4.00E-05,-6.00E-05,1.00E-04,0.00012,4,1
18760,0,8.00E-05,0.00013,0.00021,0.00023,-8.00E-05,-4.00E-05,-0.00013,4,1
18761,0,8.00E-05,0.00013,0.00021,0.00023,-8.00E-05,-4.00E-05,-0.00013,4,1
18762,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18763,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18764,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18765,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18766,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18767,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18768,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18769,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18770,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18771,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18772,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18773,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18774,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18775,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18776,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18777,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18778,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18779,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18780,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18781,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18782,0.00013,0.00024,0.00036,4.00E-04,0.00075,0.00048,5.00E-05,1.00E-04,4,1
18783,2.00E-05,5.00E-05,-4.00E-05,1.00E-04,-6.00E-05,-2.00E-04,-8.00E-05,-3.00E-05,4,1
18784,-3.00E-05,-4.00E-05,-0.00016,-3.00E-04,-0.00029,-0.00016,-5.00E-05,-1.00E-05,4,1
18785,-3.00E-05,-4.00E-05,-0.00016,-3.00E-04,-0.00029,-0.00016,-5.00E-05,-1.00E-05,4,1
18786,-3.00E-05,-4.00E-05,-0.00016,-3.00E-04,-0.00029,-0.00016,-5.00E-05,-1.00E-05,4,1
18788,-3.00E-05,-4.00E-05,-0.00016,-3.00E-04,-0.00029,-0.00016,-5.00E-05,-1.00E-05,4,1
18789,-3.00E-05,-4.00E-05,-0.00016,-3.00E-04,-0.00029,-0.00016,-5.00E-05,-1.00E-05,4,1
18790,-3.00E-05,-4.00E-05,-0.00016,-3.00E-04,-0.00029,-0.00016,-5.00E-05,-1.00E-05,4,1
18791,-3.00E-05,-4.00E-05,-0.00016,-3.00E-04,-0.00029,-0.00016,-5.00E-05,-1.00E-05,4,1
18792,-3.00E-05,-4.00E-05,-0.00016,-3.00E-04,-0.00029,-0.00016,-5.00E-05,-1.00E-05,4,1
18793,-3.00E-05,-4.00E-05,-0.00016,-3.00E-04,-0.00029,-0.00016,-5.00E-05,-1.00E-05,4,1
18794,-3.00E-05,-4.00E-05,-0.00016,-3.00E-04,-0.00029,-0.00016,-5.00E-05,-1.00E-05,4,1
18795,-3.00E-05,-4.00E-05,-0.00016,-3.00E-04,-0.00029,-0.00016,-5.00E-05,-1.00E-05,4,1
18796,-3.00E-05,-4.00E-05,-0.00016,-3.00E-04,-0.00029,-0.00016,-5.00E-05,-1.00E-05,4,1
18797,-3.00E-05,-4.00E-05,-0.00016,-3.00E-04,-0.00029,-0.00016,-5.00E-05,-1.00E-05,4,1
18798,-5.00E-05,-0.00013,-0.00018,-0.00023,-0.00036,-0.00026,-9.00E-05,-5.00E-05,4,1
18799,-5.00E-05,-0.00013,-0.00018,-0.00023,-0.00036,-0.00026,-9.00E-05,-5.00E-05,4,1
18800,-5.00E-05,-0.00013,-0.00018,-0.00023,-0.00036,-0.00026,-9.00E-05,-5.00E-05,4,1
18801,-5.00E-05,-0.00013,-0.00018,-0.00023,-0.00036,-0.00026,-9.00E-05,-5.00E-05,4,1
18802,-5.00E-05,-0.00013,-0.00018,-0.00023,-0.00036,-0.00026,-9.00E-05,-5.00E-05,4,1
18803,-5.00E-05,-0.00013,-0.00018,-0.00023,-0.00036,-0.00026,-9.00E-05,-5.00E-05,4,1
18804,-3.00E-05,2.00E-05,0.00012,0.00029,0.00036,0.00022,-1.00E-05,-0.00013,4,1
18805,-3.00E-05,2.00E-05,0.00012,0.00029,0.00036,0.00022,-1.00E-05,-0.00013,4,1
18806,-3.00E-05,2.00E-05,0.00012,0.00029,0.00036,0.00022,-1.00E-05,-0.00013,4,1
18807,-3.00E-05,2.00E-05,0.00012,0.00029,0.00036,0.00022,-1.00E-05,-0.00013,4,1
18808,-3.00E-05,2.00E-05,0.00012,0.00029,0.00036,0.00022,-1.00E-05,-0.00013,4,1
18809,-3.00E-05,2.00E-05,0.00012,0.00029,0.00036,0.00022,-1.00E-05,-0.00013,4,1
18810,-3.00E-05,2.00E-05,0.00012,0.00029,0.00036,0.00022,-1.00E-05,-0.00013,4,1
18811,-3.00E-05,2.00E-05,0.00012,0.00029,0.00036,0.00022,-1.00E-05,-0.00013,4,1
18812,-3.00E-05,2.00E-05,0.00012,0.00029,0.00036,0.00022,-1.00E-05,-0.00013,4,1
18813,-3.00E-05,2.00E-05,0.00012,0.00029,0.00036,0.00022,-1.00E-05,-0.00013,4,1
18814,-3.00E-05,2.00E-05,0.00012,0.00029,0.00036,0.00022,-1.00E-05,-0.00013,4,1
18815,-3.00E-05,2.00E-05,0.00012,0.00029,0.00036,0.00022,-1.00E-05,-0.00013,4,1
18816,-3.00E-05,2.00E-05,0.00012,0.00029,0.00036,0.00022,-1.00E-05,-0.00013,4,1
18817,-3.00E-05,2.00E-05,0.00012,0.00029,0.00036,0.00022,-1.00E-05,-0.00013,4,1
18818,-3.00E-05,2.00E-05,0.00012,0.00029,0.00036,0.00022,-1.00E-05,-0.00013,4,1
18819,-3.00E-05,2.00E-05,0.00012,0.00029,0.00036,0.00022,-1.00E-05,-0.00013,4,1
18820,4.00E-05,4.00E-05,0.00011,0.00031,0.00054,2.00E-04,5.00E-05,8.00E-05,4,1
18821,4.00E-05,4.00E-05,0.00011,0.00031,0.00054,2.00E-04,5.00E-05,8.00E-05,4,1
18822,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18823,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18824,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18825,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18826,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18827,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18828,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18829,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18830,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18831,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18832,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18833,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18834,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18835,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18836,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18838,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18839,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18840,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18841,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18842,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18843,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18844,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18845,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18846,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18847,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18848,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18849,1.00E-05,-1.00E-05,8.00E-05,0.00045,0.00078,0.00023,0.00011,7.00E-05,4,1
18850,-3.00E-05,-9.00E-05,-9.00E-05,-0.00014,-0.00025,-9.00E-05,-0.00012,-2.00E-05,4,1
18851,-3.00E-05,-9.00E-05,-9.00E-05,-0.00014,-0.00025,-9.00E-05,-0.00012,-2.00E-05,4,1
18852,-3.00E-05,-6.00E-05,-0.00013,-0.00021,-0.00017,-0.00014,-2.00E-05,1.00E-05,4,1
