time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,label
13049,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13050,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13051,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13052,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13053,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13054,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13055,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13056,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13057,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13058,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13059,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13060,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13061,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13062,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13063,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13064,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13065,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13066,-4.00E-05,-0.00014,-3.00E-05,-4.00E-05,-0.00017,-0.00015,-6.00E-05,-0.00011,3,1
13068,-0.00032,-0.00047,-9.00E-05,-6.00E-05,-7.00E-05,6.00E-05,-1.00E-05,0.00022,3,1
13069,-0.00032,-0.00047,-9.00E-05,-6.00E-05,-7.00E-05,6.00E-05,-1.00E-05,0.00022,3,1
13070,0.00032,3.00E-05,3.00E-05,-8.00E-05,-0.00021,-4.00E-05,3.00E-05,0.00019,3,1
13071,0.00032,3.00E-05,3.00E-05,-8.00E-05,-0.00021,-4.00E-05,3.00E-05,0.00019,3,1
13072,0.00032,3.00E-05,3.00E-05,-8.00E-05,-0.00021,-4.00E-05,3.00E-05,0.00019,3,1
13073,0.00032,3.00E-05,3.00E-05,-8.00E-05,-0.00021,-4.00E-05,3.00E-05,0.00019,3,1
13074,0.00032,3.00E-05,3.00E-05,-8.00E-05,-0.00021,-4.00E-05,3.00E-05,0.00019,3,1
13075,0.00032,3.00E-05,3.00E-05,-8.00E-05,-0.00021,-4.00E-05,3.00E-05,0.00019,3,1
13076,0.00032,3.00E-05,3.00E-05,-8.00E-05,-0.00021,-4.00E-05,3.00E-05,0.00019,3,1
13077,0.00032,3.00E-05,3.00E-05,-8.00E-05,-0.00021,-4.00E-05,3.00E-05,0.00019,3,1
13078,0.00032,3.00E-05,3.00E-05,-8.00E-05,-0.00021,-4.00E-05,3.00E-05,0.00019,3,1
13079,0.00032,3.00E-05,3.00E-05,-8.00E-05,-0.00021,-4.00E-05,3.00E-05,0.00019,3,1
13080,0.00032,3.00E-05,3.00E-05,-8.00E-05,-0.00021,-4.00E-05,3.00E-05,0.00019,3,1
13081,0.00032,3.00E-05,3.00E-05,-8.00E-05,-0.00021,-4.00E-05,3.00E-05,0.00019,3,1
13082,0.00032,3.00E-05,3.00E-05,-8.00E-05,-0.00021,-4.00E-05,3.00E-05,0.00019,3,1
13083,0.00032,3.00E-05,3.00E-05,-8.00E-05,-0.00021,-4.00E-05,3.00E-05,0.00019,3,1
13084,0.00016,0.00044,4.00E-05,-5.00E-05,-0.00016,-0.00019,-4.00E-05,7.00E-05,3,1
13085,0.00016,0.00044,4.00E-05,-5.00E-05,-0.00016,-0.00019,-4.00E-05,7.00E-05,3,1
13086,-0.00045,-0.00011,-1.00E-05,9.00E-05,0.00017,2.00E-04,0.00011,1.00E-04,3,1
13089,-0.00045,-0.00011,-1.00E-05,9.00E-05,0.00017,2.00E-04,0.00011,1.00E-04,3,1
13090,-0.00045,-0.00011,-1.00E-05,9.00E-05,0.00017,2.00E-04,0.00011,1.00E-04,3,1
13091,-0.00045,-0.00011,-1.00E-05,9.00E-05,0.00017,2.00E-04,0.00011,1.00E-04,3,1
13092,-0.00045,-0.00011,-1.00E-05,9.00E-05,0.00017,2.00E-04,0.00011,1.00E-04,3,1
13093,-0.00045,-0.00011,-1.00E-05,9.00E-05,0.00017,2.00E-04,0.00011,1.00E-04,3,1
13094,-0.00045,-0.00011,-1.00E-05,9.00E-05,0.00017,2.00E-04,0.00011,1.00E-04,3,1
13095,-0.00045,-0.00011,-1.00E-05,9.00E-05,0.00017,2.00E-04,0.00011,1.00E-04,3,1
13096,-0.00045,-0.00011,-1.00E-05,9.00E-05,0.00017,2.00E-04,0.00011,1.00E-04,3,1
13097,-0.00045,-0.00011,-1.00E-05,9.00E-05,0.00017,2.00E-04,0.00011,1.00E-04,3,1
13098,-0.00045,-0.00011,-1.00E-05,9.00E-05,0.00017,2.00E-04,0.00011,1.00E-04,3,1
13099,-0.00045,-0.00011,-1.00E-05,9.00E-05,0.00017,2.00E-04,0.00011,1.00E-04,3,1
13100,-0.00045,-0.00011,-1.00E-05,9.00E-05,0.00017,2.00E-04,0.00011,1.00E-04,3,1
13101,-0.00045,-0.00011,-1.00E-05,9.00E-05,0.00017,2.00E-04,0.00011,1.00E-04,3,1
13102,-0.00045,-0.00011,-1.00E-05,9.00E-05,0.00017,2.00E-04,0.00011,1.00E-04,3,1
13103,-0.00045,-0.00011,-1.00E-05,9.00E-05,0.00017,2.00E-04,0.00011,1.00E-04,3,1
13104,-0.00045,-0.00011,-1.00E-05,9.00E-05,0.00017,2.00E-04,0.00011,1.00E-04,3,1
13105,0.00015,0.00021,0,-6.00E-05,-0.00017,-7.00E-05,4.00E-05,1.00E-05,3,1
13106,0.00015,0.00021,0,-6.00E-05,-0.00017,-7.00E-05,4.00E-05,1.00E-05,3,1
13107,0.00015,0.00021,0,-6.00E-05,-0.00017,-7.00E-05,4.00E-05,1.00E-05,3,1
13108,0.00015,0.00021,0,-6.00E-05,-0.00017,-7.00E-05,4.00E-05,1.00E-05,3,1
13109,0.00015,0.00021,0,-6.00E-05,-0.00017,-7.00E-05,4.00E-05,1.00E-05,3,1
13110,0.00015,0.00021,0,-6.00E-05,-0.00017,-7.00E-05,4.00E-05,1.00E-05,3,1
13111,0.00015,0.00021,0,-6.00E-05,-0.00017,-7.00E-05,4.00E-05,1.00E-05,3,1
13112,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13113,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13114,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13115,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13116,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13117,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13118,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13119,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13120,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13121,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13122,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13123,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13124,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13125,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13126,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13127,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13128,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13129,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13130,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13131,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13132,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13133,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13134,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13135,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13136,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13139,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13140,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13141,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13142,-0.00032,-0.00057,-9.00E-05,0.00014,0.00047,0.00021,-1.00E-05,-0.00038,3,1
13143,0.00024,-1.00E-04,1.00E-05,0,-5.00E-05,3.00E-05,9.00E-05,-0.00013,3,1
13144,0.00024,-1.00E-04,1.00E-05,0,-5.00E-05,3.00E-05,9.00E-05,-0.00013,3,1
13145,1.00E-04,0.00012,0,-2.00E-05,-5.00E-05,2.00E-05,0,6.00E-05,3,1
13146,1.00E-04,0.00012,0,-2.00E-05,-5.00E-05,2.00E-05,0,6.00E-05,3,1
13147,1.00E-04,0.00012,0,-2.00E-05,-5.00E-05,2.00E-05,0,6.00E-05,3,1
13148,1.00E-04,0.00012,0,-2.00E-05,-5.00E-05,2.00E-05,0,6.00E-05,3,1
13149,1.00E-04,0.00012,0,-2.00E-05,-5.00E-05,2.00E-05,0,6.00E-05,3,1
13150,1.00E-04,0.00012,0,-2.00E-05,-5.00E-05,2.00E-05,0,6.00E-05,3,1
13151,1.00E-04,0.00012,0,-2.00E-05,-5.00E-05,2.00E-05,0,6.00E-05,3,1
13152,1.00E-04,0.00012,0,-2.00E-05,-5.00E-05,2.00E-05,0,6.00E-05,3,1
13153,1.00E-04,0.00012,0,-2.00E-05,-5.00E-05,2.00E-05,0,6.00E-05,3,1
13154,1.00E-04,0.00012,0,-2.00E-05,-5.00E-05,2.00E-05,0,6.00E-05,3,1
13155,1.00E-04,0.00012,0,-2.00E-05,-5.00E-05,2.00E-05,0,6.00E-05,3,1
13156,1.00E-04,0.00012,0,-2.00E-05,-5.00E-05,2.00E-05,0,6.00E-05,3,1
13157,1.00E-04,0.00012,0,-2.00E-05,-5.00E-05,2.00E-05,0,6.00E-05,3,1
13158,1.00E-04,0.00012,0,-2.00E-05,-5.00E-05,2.00E-05,0,6.00E-05,3,1
13159,-0.00016,-0.00013,-9.00E-05,4.00E-05,0.00018,-2.00E-05,-3.00E-05,0.00013,3,1
13160,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13161,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13162,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13163,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13164,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13165,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13166,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13167,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13168,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13169,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13170,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13171,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13172,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13173,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13174,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13175,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13176,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13177,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13178,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13179,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13180,2.00E-05,-1.00E-05,-5.00E-05,-0.00018,-0.00036,-0.00021,-0.00016,-0.00027,3,1
13181,-0.00013,4.00E-05,3.00E-05,3.00E-05,0.00012,-3.00E-05,-7.00E-05,-0.00014,3,1
13182,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13183,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13184,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13185,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13186,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13189,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13190,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13191,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13192,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13193,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13194,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13195,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13196,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13197,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13198,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13199,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13200,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13201,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13202,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13203,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13204,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13205,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13206,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13207,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13208,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13209,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13210,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13211,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13212,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13213,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
13214,-7.00E-05,-0.00039,-4.00E-05,-6.00E-05,-0.00014,2.00E-05,6.00E-05,-5.00E-05,3,1
